OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE
https://www.grants.gov/search-results-detail/350644,Understanding the Impact of Healthcare System and Clinician Factors on Disparities in Maternal Morbidity and Mortality (R01 - Clinical Trial Optional),HHS-NIH11,posted,10/19/2023,01/07/2027
https://www.grants.gov/search-results-detail/350612,F24AS00431 FY24 Recovery Implementation,DOI-FWS,posted,10/18/2023,12/31/2024
https://www.grants.gov/search-results-detail/350615,F24AS00074 FY24 Candidate Species Conservation,DOI-FWS,posted,10/18/2023,12/31/2024
https://www.grants.gov/search-results-detail/350600,USAID Malaria Vector Control Activity (MVCA),USAID-TAN,forecasted,10/17/2023,
https://www.grants.gov/search-results-detail/350604,Leveraging Extant Data to Understand Developmental Trajectories of Late Talking Children (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,10/17/2023,11/20/2024
https://www.grants.gov/search-results-detail/350597,Translational Research Toward Development of a Kaposi Sarcoma Herpesvirus (KSHV) Vaccine (U01 Clinical Trial Optional),HHS-NIH11,posted,10/16/2023,12/04/2024
https://www.grants.gov/search-results-detail/350586,Resilience of Ethnic Tibetans (ResET) Activity,USAID-THA,forecasted,10/15/2023,
https://www.grants.gov/search-results-detail/350584,RFA-GH-18-000,HHS-CDC-HHSCDCERA,posted,10/13/2023,10/13/2025
https://www.grants.gov/search-results-detail/350582,RFA-DD-18-000,HHS-CDC-HHSCDCERA,posted,10/13/2023,10/13/2025
https://www.grants.gov/search-results-detail/350581,"Topical Workshops, Symposiums, and Conferences (TWSC-24) in Space and Earth Sciences and Technology",NASA-HQ,posted,10/13/2023,11/30/2026
https://www.grants.gov/search-results-detail/350576,Unveiling Health and Healthcare Disparities in Non-Communicable and Chronic Diseases in Latin America: Setting the Stage for Better Health Outcomes Across the Hemisphere (R01 - Clinical Trials Not Allowed),HHS-NIH11,posted,10/12/2023,01/06/2027
https://www.grants.gov/search-results-detail/350577,Interventions on Health and Healthcare Disparities on Non-Communicable and Chronic Diseases in Latin America: Improving Health Outcomes Across the Hemisphere (R01 - Clinical Trial Required),HHS-NIH11,posted,10/12/2023,01/06/2027
https://www.grants.gov/search-results-detail/350561,Cognitive Neuroscience,NSF,posted,10/12/2023,02/03/2025
https://www.grants.gov/search-results-detail/350554,"F24AS00062 National Fish Passage Program Bipartisan Infrastructure Law: Restoring River, Floodplain, and Coastal Connectivity and Resiliency",DOI-FWS,posted,10/11/2023,12/31/2024
https://www.grants.gov/search-results-detail/350493,Comprehensive Partnerships to Advance Cancer Health Equity (CPACHE) (U54 Clinical Trial Optional),HHS-NIH11,posted,10/05/2023,10/10/2025
https://www.grants.gov/search-results-detail/350469,Research Infrastructure in the Social and Behavioral Sciences,NSF,posted,10/05/2023,
https://www.grants.gov/search-results-detail/350485,National Institute of General Medical Sciences Predoctoral Basic Biomedical Sciences Research Training Program (T32),HHS-NIH11,posted,10/05/2023,09/25/2026
https://www.grants.gov/search-results-detail/350486,Limited Competition: Development and Renovation of Facilities for Expanding the Breeding Capacity of Specific Pathogen Free Non-Human Primates to Support HIV/AIDS-related Research (C06 Clinical Trial Not Allowed),HHS-NIH11,posted,10/05/2023,01/07/2025
https://www.grants.gov/search-results-detail/350461,HIV Vaccine Research and Design (HIVRAD) Program (P01 Clinical Trial Not Allowed),HHS-NIH11,posted,10/04/2023,03/13/2026
https://www.grants.gov/search-results-detail/350446,Advancing Research Careers (ARC) Predoctoral to Postdoctoral Transition Award to Promote Diversity (F99/K00 - Clinical Trial Not Allowed),HHS-NIH11,posted,10/02/2023,05/07/2027
https://www.grants.gov/search-results-detail/350445,Advancing Research Careers (ARC) Institutionally-Focused Research Education Award to Promote Diversity (UE5 - Clinical Trial Not Allowed),HHS-NIH11,posted,10/02/2023,01/29/2026
https://www.grants.gov/search-results-detail/350417,RFI - Regional Support for Post-Pandemic Equitable Education,USAID,forecasted,09/29/2023,
https://www.grants.gov/search-results-detail/350364,"Strengthening Medical Product Quality Assurance (QA) Systems Activity Market Research, Bureau for Global Health",USAID,forecasted,09/29/2023,
https://www.grants.gov/search-results-detail/350418,F24AS00022 - Coastal Program - FY24,DOI-FWS,posted,09/29/2023,12/31/2024
https://www.grants.gov/search-results-detail/350401,Mechanistic Research on Neuromodulation for Substance Use Disorders Treatment (R61/R33 Clinical Trial Optional),HHS-NIH11,posted,09/29/2023,08/14/2026
https://www.grants.gov/search-results-detail/350400,Mechanistic Research on Neuromodulation for Substance Use Disorders Treatment (R01 Basic Experimental Studies with Humans Required),HHS-NIH11,posted,09/29/2023,08/14/2026
https://www.grants.gov/search-results-detail/350415,Cancer Research Education Grants Program - Courses for Skills Development (R25 Clinical Trial Not Allowed),HHS-NIH11,posted,09/29/2023,01/07/2027
https://www.grants.gov/search-results-detail/350407,Mechanistic Research on Neuromodulation for Substance Use Disorders Treatment (R61/R33 Basic Experimental Studies with Humans Required),HHS-NIH11,posted,09/29/2023,08/14/2026
https://www.grants.gov/search-results-detail/350389,Mechanistic Research on Neuromodulation for Substance Use Disorders Treatment (R01 Clinical Trial Optional),HHS-NIH11,posted,09/28/2023,08/14/2026
https://www.grants.gov/search-results-detail/350390,Partners for Fish and Wildlife FY24,DOI-FWS,posted,09/28/2023,12/31/2024
https://www.grants.gov/search-results-detail/350387,Seeking Products to Address Social Needs impacting Substance Use Disorders (SUD) (R41/R42 Clinical Trial Optional),HHS-NIH11,posted,09/28/2023,03/13/2026
https://www.grants.gov/search-results-detail/350388,Seeking Products to Address Social Needs impacting Substance Use Disorders (SUD) (R43/R44 Clinical Trial Optional),HHS-NIH11,posted,09/28/2023,03/13/2026
https://www.grants.gov/search-results-detail/350369,Mathematical and Physical Sciences Ascending Faculty Catalyst Awards,NSF,posted,09/28/2023,
https://www.grants.gov/search-results-detail/350347,Research on Innovative Technologies for Enhanced Learning,NSF,posted,09/27/2023,11/05/2024
https://www.grants.gov/search-results-detail/350363,National Park Service 21st Century Conservation Service Corps & Civilian Climate Corps Program - National Youth Cooperative Agreements,DOI-NPS,posted,09/27/2023,09/30/2028
https://www.grants.gov/search-results-detail/350348,Enabling Partnerships to Increase Innovation Capacity,NSF,posted,09/27/2023,01/21/2025
https://www.grants.gov/search-results-detail/350334,Developing novel theory and methods for understanding the genetic architecture of complex human traits (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,09/26/2023,01/07/2027
https://www.grants.gov/search-results-detail/350333,Developing novel theory and methods for understanding the genetic architecture of complex human traits (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,09/26/2023,01/07/2027
https://www.grants.gov/search-results-detail/350330,Health and Health Care Disparities Among Persons Living with Disabilities (R01 - Clinical Trials Optional),HHS-NIH11,posted,09/26/2023,11/05/2026
https://www.grants.gov/search-results-detail/350317,Interventions to Address HIV-Related Comorbidities among Highly Affected Populations Experiencing Health Disparities (R01 - Clinical Trial Required),HHS-NIH11,posted,09/25/2023,12/11/2026
https://www.grants.gov/search-results-detail/350296,TEST FORECAST,DOT-FHWA,forecasted,09/22/2023,
https://www.grants.gov/search-results-detail/350293,"Accelerating ChoiCe, Equity, and Sustainability for Services",USAID,forecasted,09/22/2023,
https://www.grants.gov/search-results-detail/350295,HEAL Initiative: Research to Increase Implementation of Substance Use Preventive Services (R01 Clinical Trial Optional),HHS-NIH11,posted,09/22/2023,01/16/2026
https://www.grants.gov/search-results-detail/350294,HEAL Initiative:  Research to Increase Implementation of Substance Use Preventive Services (R61/R33 Clinical Trial Optional),HHS-NIH11,posted,09/22/2023,01/16/2026
https://www.grants.gov/search-results-detail/350299,"Specialized Programs of Research Excellence (SPOREs) in Human Cancers for Years 2024, 2025, and 2026 (P50 Clinical Trial Required)",HHS-NIH11,posted,09/22/2023,09/25/2026
https://www.grants.gov/search-results-detail/350280,Cancer Research Education Grants Program - Curriculum or Methods Development (R25 Clinical Trial Not Allowed),HHS-NIH11,posted,09/21/2023,01/07/2027
https://www.grants.gov/search-results-detail/350279,Cancer Research Education Grants Program - Research Experiences (R25 Clinical Trial Not Allowed),HHS-NIH11,posted,09/21/2023,01/07/2027
https://www.grants.gov/search-results-detail/350263,Opportunities for HIV Cure Strategies at the Time of ART Initiation (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,09/20/2023,09/07/2026
https://www.grants.gov/search-results-detail/350264,Opportunities for HIV Cure Strategies at the Time of ART Initiation (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,09/20/2023,09/07/2026
https://www.grants.gov/search-results-detail/350240,Non-Formal Education in Republic of Yemen Government Controlled Areas of Yemen,USAID-MERP,forecasted,09/19/2023,
https://www.grants.gov/search-results-detail/350265,BRAIN Initiative: New Concepts and Early-Stage Research for Recording and Modulation in the Nervous System (R21) (Clinical Trial Not Allowed),HHS-NIH11,posted,09/19/2023,06/15/2026
https://www.grants.gov/search-results-detail/350230,Research in the Formation of Engineers,NSF,posted,09/17/2023,
https://www.grants.gov/search-results-detail/345738,National Center for Construction Safety and Health Research and Translation (U54),HHS-CDC-HHSCDCERA,posted,09/13/2023,12/01/2026
https://www.grants.gov/search-results-detail/350199,"NIAID and NIDDK Research Opportunities for New and ""At-Risk"" Investigators to Promote Workforce Diversity (R01 Clinical Trial Optional)",HHS-NIH11,posted,09/13/2023,09/07/2025
https://www.grants.gov/search-results-detail/350174,Ruth L. Kirschstein National Research Service Award (NRSA) Individual Predoctoral Fellowship to Promote Diversity in Health-Related Research (Parent F31-Diversity),HHS-NIH11,posted,09/12/2023,09/07/2025
https://www.grants.gov/search-results-detail/350176,Global Infectious Disease Research Administration Development Award for Low-and Middle-Income Country Institutions (G11 Clinical Trial Not Allowed),HHS-NIH11,posted,09/11/2023,03/13/2026
https://www.grants.gov/search-results-detail/350161,Intervention Research to Improve Native American Health (R21 Clinical Trials Optional),HHS-NIH11,posted,09/11/2023,01/07/2027
https://www.grants.gov/search-results-detail/350160,Intervention Research to Improve Native American Health (R01 Clinical Trial Optional),HHS-NIH11,posted,09/11/2023,01/07/2027
https://www.grants.gov/search-results-detail/350162,Intervention Research to Improve Native American Health (R34 Clinical Trial Optional),HHS-NIH11,posted,09/11/2023,01/07/2027
https://www.grants.gov/search-results-detail/350138,Request For Information - Slip-On Tankers,DOI-IBC,forecasted,09/07/2023,
https://www.grants.gov/search-results-detail/350134,Ruth L. Kirschstein National Research Service Award (NRSA) Individual Fellowship for Students at Institutions Without NIH-Funded Institutional Predoctoral Dual-Degree Training Programs (Parent F30),HHS-NIH11,posted,09/07/2023,09/07/2025
https://www.grants.gov/search-results-detail/350135,Ruth L. Kirschstein National Research Service Award (NRSA) Individual Postdoctoral Fellowship (Parent F32),HHS-NIH11,posted,09/07/2023,09/07/2025
https://www.grants.gov/search-results-detail/350132,Improving Care and Outcomes for Cancer Survivors from Sexual and Gender Minority (SGM) Populations (R01 Clinical Trial Optional),HHS-NIH11,posted,09/07/2023,01/07/2027
https://www.grants.gov/search-results-detail/350116,WaterSMART: Large-Scale Water Recycling Projects for Fiscal Years 2023 and 2024,DOI-BOR,posted,09/06/2023,11/26/2024
https://www.grants.gov/search-results-detail/350051,Enhancement and Management of Established Biomedical Data Repositories and Knowledgebases (U24 Clinical Trial Not Allowed),HHS-NIH11,posted,08/30/2023,01/25/2026
https://www.grants.gov/search-results-detail/350050,Early-stage Biomedical Data Repositories and Knowledgebases (R24 Clinical Trial Not Allowed),HHS-NIH11,posted,08/30/2023,01/25/2026
https://www.grants.gov/search-results-detail/350041,IDeA Clinical and Translational Research Network (CTR-N) Award (P50 - Clinical Trial Optional),HHS-NIH11,posted,08/29/2023,10/09/2025
https://www.grants.gov/search-results-detail/350040,IDeA Clinical and Translational Research Development (CTR-D) Award (P20-Clinical Trial Optional),HHS-NIH11,posted,08/29/2023,10/09/2025
https://www.grants.gov/search-results-detail/350018,Plasma Physics,NSF,posted,08/29/2023,11/18/2024
https://www.grants.gov/search-results-detail/350022,Inflation Reduction Act - Transmission Siting and Economic Development Program,DOE-NETL,posted,08/29/2023,06/30/2025
https://www.grants.gov/search-results-detail/350036,Initiative to Maximize Research Education in Genomics:  Diversity Action Plan (R25 Clinical Trials Not Allowed),HHS-NIH11,posted,08/29/2023,11/29/2024
https://www.grants.gov/search-results-detail/350009,Locally Led Development Annual Program Statement (APS),USAID-GUA,posted,08/28/2023,08/26/2025
https://www.grants.gov/search-results-detail/350002,Accelerating Research through International Network-to-Network Collaborations,NSF,posted,08/26/2023,09/15/2025
https://www.grants.gov/search-results-detail/349980,"Decision, Risk and Management Sciences - Doctoral Dissertation Research Improvement Grants",NSF,posted,08/25/2023,01/21/2025
https://www.grants.gov/search-results-detail/349975,Mechanisms that Impact Cancer Risk with Use of Incretin Mimetics (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,08/24/2023,01/07/2027
https://www.grants.gov/search-results-detail/349976,Population Assessment of Tobacco and Health (PATH) Study Biospecimen Access (X01),HHS-NIH11,posted,08/24/2023,10/30/2026
https://www.grants.gov/search-results-detail/349958,Request for Information (RFI) and Expression of Interest (EOI) on USAID/Burma’s All Youth Learning,USAID-BMA,forecasted,08/23/2023,
https://www.grants.gov/search-results-detail/349964,Mechanisms that Impact Cancer Risk with Use of Incretin Mimetics (R01 Clinical Trial Optional),HHS-NIH11,posted,08/23/2023,01/07/2027
https://www.grants.gov/search-results-detail/349971,Seamless Early-Stage Clinical Drug Development (Phase 1 to 2a) for Novel therapeutic Agents for the Spectrum of Alzheimer's Disease (AD) and AD-related Dementias (ADRD) (UG3/UH3 Clinical Trial Required),HHS-NIH11,posted,08/23/2023,11/19/2026
https://www.grants.gov/search-results-detail/349962,AHRQ Understanding and Improving Diagnostic Safety in Ambulatory Care:  Incidence and Contributing Factors (R01),HHS-AHRQ,posted,08/22/2023,07/06/2028
https://www.grants.gov/search-results-detail/349951,AHRQ Improving Diagnostic Safety in Ambulatory Care: Strategies and Interventions (R18),HHS-AHRQ,posted,08/22/2023,05/26/2028
https://www.grants.gov/search-results-detail/349946,Ruth L. Kirschstein National Research Service Award (NRSA) Individual Senior Fellowship (Parent F33),HHS-NIH11,posted,08/22/2023,09/07/2025
https://www.grants.gov/search-results-detail/349941,The NCI Predoctoral to Postdoctoral Fellow Transition Award (F99/K00 Clinical Trial Not Allowed),HHS-NIH11,posted,08/21/2023,11/19/2024
https://www.grants.gov/search-results-detail/349929,WINDOWS ON THE UNIVERSE: THE ERA OF MULTI-MESSENGER ASTROPHYSICS,NSF,posted,08/19/2023,12/10/2024
https://www.grants.gov/search-results-detail/349912,Research Projects to Enhance Applicability of Mammalian Models for Translational Research (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,08/18/2023,09/07/2026
https://www.grants.gov/search-results-detail/349913,Device Based Treatments for Substance Use Disorders (UG3/UH3 Clinical Trial Optional),HHS-NIH11,posted,08/18/2023,08/13/2026
https://www.grants.gov/search-results-detail/349872,RFI - Climate Resilient Water Governance Activity,USAID-PAK,forecasted,08/16/2023,
https://www.grants.gov/search-results-detail/349883,Ruth L. Kirschstein National Research Service Award (NRSA) Individual Predoctoral Fellowship (Parent F31),HHS-NIH11,posted,08/16/2023,09/07/2025
https://www.grants.gov/search-results-detail/349885,Analytical and Clinical Validation of Biomarkers for Alzheimers Disease (AD) and AD-Related Dementias (ADRD)?(U01 Clinical Trial Optional),HHS-NIH11,posted,08/16/2023,03/05/2026
https://www.grants.gov/search-results-detail/349895,"Screening, Brief Intervention and Referral to Treatment or Prevention (SBIRT/P) for alcohol, tobacco, and other drugs (ATOD) use and misuse in adult populations that experience health disparities (R01, Clinical Trial Required)",HHS-NIH11,posted,08/16/2023,05/07/2027
https://www.grants.gov/search-results-detail/349876,Ruth L. Kirschstein National Research Service Award (NRSA) Individual Fellowship for Students at Institutions with NIH-Funded Institutional Predoctoral Dual-Degree Training Programs (Parent F30),HHS-NIH11,posted,08/16/2023,09/07/2025
https://www.grants.gov/search-results-detail/349868,Population Approaches to Reducing Alcohol-related Cancer Risk (R01 Clinical Trial Optional),HHS-NIH11,posted,08/15/2023,01/07/2027
https://www.grants.gov/search-results-detail/349858,DRAFT Community Noise Mitigation Program,DOD-OEA,forecasted,08/14/2023,
https://www.grants.gov/search-results-detail/349870,Planning for Product Development Strategy (R34 Clinical Trial Not Allowed),HHS-NIH11,posted,08/14/2023,12/04/2026
https://www.grants.gov/search-results-detail/349847,NIH Brain Development Cohorts (NBDC) Biospecimen Access (X01 Clinical Trial Not Allowed),HHS-NIH11,posted,08/11/2023,05/05/2026
https://www.grants.gov/search-results-detail/349838,Smart Health and Biomedical Research in the Era of Artificial Intelligence and Advanced Data Science,NSF,posted,08/11/2023,10/03/2025
https://www.grants.gov/search-results-detail/349837,Division of Physics: Investigator-Initiated Research Projects,NSF,posted,08/11/2023,12/10/2024
https://www.grants.gov/search-results-detail/349827,"Assay development and screening for discovery of chemical probes, drugs or immunomodulators (R01 Clinical Trial Not Allowed)",HHS-NIH11,posted,08/10/2023,09/07/2026
https://www.grants.gov/search-results-detail/349832,Understanding Expectancies in Cancer Symptom Management (R01 Clinical Trial Required),HHS-NIH11,posted,08/10/2023,05/07/2026
https://www.grants.gov/search-results-detail/349812,Alcohol Health Services Research (R01 Clinical Trial Optional),HHS-NIH11,posted,08/09/2023,09/07/2026
https://www.grants.gov/search-results-detail/349829,NCI Research Specialist (Core-based Scientist) Award (R50 Clinical Trial Not Allowed),HHS-NIH11,posted,08/09/2023,11/03/2025
https://www.grants.gov/search-results-detail/349813,Alcohol Health Services Research (R34 Clinical Trial Optional),HHS-NIH11,posted,08/09/2023,09/07/2026
https://www.grants.gov/search-results-detail/349807,Personal Health Informatics for Delivering Actionable Insights to Individuals (R01 Clinical Trial Optional),HHS-NIH11,posted,08/09/2023,11/05/2026
https://www.grants.gov/search-results-detail/349810,"Alcohol Treatment, Pharmacotherapy, and Recovery Research (R34 Clinical Trial required)",HHS-NIH11,posted,08/09/2023,09/07/2026
https://www.grants.gov/search-results-detail/349828,NCI Research Specialist (Laboratory-based Scientist) Award (R50 Clinical Trial Not Allowed),HHS-NIH11,posted,08/09/2023,11/03/2025
https://www.grants.gov/search-results-detail/349811,"Alcohol Treatment, Pharmacotherapy, and Recovery Research (R01 Clinical Trial Required)",HHS-NIH11,posted,08/09/2023,09/07/2026
https://www.grants.gov/search-results-detail/349801,Academic-Industrial Partnerships (AIP) to Translate and Validate In Vivo Imaging Systems (R01 Clinical Trial Optional),HHS-NIH11,posted,08/08/2023,01/07/2027
https://www.grants.gov/search-results-detail/349804,Defense Security Cooperation University - Research Grants,DOD-WHS,posted,08/08/2023,08/07/2028
https://www.grants.gov/search-results-detail/349724,Arctic Research Opportunities,NSF,posted,08/02/2023,01/15/2025
https://www.grants.gov/search-results-detail/349693,"Institutional Network Award for Promoting Kidney, Urologic, and Hematologic Research Training (U2C - Clinical Trial Not Allowed)",HHS-NIH11,posted,08/01/2023,09/26/2025
https://www.grants.gov/search-results-detail/349656,UNIVERSAL HEALTH CARE PROJECT APS,USAID-PHI,posted,08/01/2023,07/31/2025
https://www.grants.gov/search-results-detail/349692,Alcohol and Other Substance Use Research Education Programs for Health Professionals (R25 Clinical Trial Not Allowed),HHS-NIH11,posted,08/01/2023,05/25/2026
https://www.grants.gov/search-results-detail/349654,Condensed Matter and Materials Theory,NSF,posted,08/01/2023,
https://www.grants.gov/search-results-detail/349671,Secondary Analysis and Integration of Existing Data to Elucidate Cancer Risk and Related Outcomes (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,08/01/2023,09/07/2026
https://www.grants.gov/search-results-detail/349673,Secondary Analysis and Integration of Existing Data to Elucidate Cancer Risk and Related Outcomes (R21 Clinical Trials Not Allowed),HHS-NIH11,posted,08/01/2023,09/07/2026
https://www.grants.gov/search-results-detail/349655,Division of Materials Research: Topical Materials Research Programs,NSF,posted,08/01/2023,
https://www.grants.gov/search-results-detail/349618,National Centers for Biomedical Imaging and Bioengineering (NCBIB) (P41 Clinical Trials Optional),HHS-NIH11,posted,07/28/2023,09/07/2026
https://www.grants.gov/search-results-detail/349586,BROAD AGENCY ANNOUNCEMENT (BAA) for Extramural Biomedical and Human Performance Research and Development Department of Defense,DOD-AMRAA,posted,07/27/2023,07/31/2028
https://www.grants.gov/search-results-detail/348870,Community Facilities Program Disaster Repair Grants,USDA-RHS,posted,07/26/2023,
https://www.grants.gov/search-results-detail/349554,"Pioneering Aerospace Capabilities, Engineering and Research (PACER)",DOD-AFRL,posted,07/26/2023,05/10/2043
https://www.grants.gov/search-results-detail/349548,Modernizing Senior Centers Resource Center,HHS-ACL,forecasted,07/25/2023,
https://www.grants.gov/search-results-detail/349523,BIL - Carbon Utilization Procurement Grants under Bipartisan Infrastructure Law Section 40302,DOE-NETL,posted,07/24/2023,04/30/2025
https://www.grants.gov/search-results-detail/349501,RFI - Global Health Social and Behavior Change (SBC) Activity,USAID,forecasted,07/21/2023,
https://www.grants.gov/search-results-detail/349506,NIH Blueprint and BRAIN Initiative Program for Enhancing Neuroscience Diversity through Undergraduate Research Education Experiences (BP BRAIN-ENDURE) (R25 Clinical Trial Not Allowed),HHS-NIH11,posted,07/21/2023,02/10/2025
https://www.grants.gov/search-results-detail/349473,Projects of National Significance:  Protecting Rights and Abuse,HHS-ACL,forecasted,07/20/2023,
https://www.grants.gov/search-results-detail/349472,Projects of National  Significance: Achieving Economic Mobility,HHS-ACL,forecasted,07/20/2023,
https://www.grants.gov/search-results-detail/349497,Innovative Research in Cancer Nanotechnology (IRCN; R01 Clinical Trial Not Allowed),HHS-NIH11,posted,07/20/2023,05/04/2026
https://www.grants.gov/search-results-detail/349448,Innovations in Nutrition Programs and Services - Statewide Replication,HHS-ACL,forecasted,07/19/2023,
https://www.grants.gov/search-results-detail/349449,Projects of National Significance: Empowering Individuals,HHS-ACL,forecasted,07/19/2023,
https://www.grants.gov/search-results-detail/349480,Social disconnection and Suicide Risk in Late Life (R21 Clinical Trial Optional),HHS-NIH11,posted,07/19/2023,09/07/2026
https://www.grants.gov/search-results-detail/349481,Microglial Pathophysiology in Comorbid Substance Use Disorder (SUD) and HIV (R61/R33 Clinical Trial Not Allowed),HHS-NIH11,posted,07/19/2023,08/14/2025
https://www.grants.gov/search-results-detail/349505,"Ending the Epidemic: New Models of Integrated HIV/AIDS, Addiction, and Primary Care Services (R34 Clinical Trial optional)",HHS-NIH11,posted,07/19/2023,03/19/2025
https://www.grants.gov/search-results-detail/349478,Social disconnection and Suicide Risk in Late Life (R01 Clinical Trial Optional),HHS-NIH11,posted,07/19/2023,09/07/2026
https://www.grants.gov/search-results-detail/349343,Mathematical Sciences Research Institutes,NSF,posted,07/19/2023,03/14/2029
https://www.grants.gov/search-results-detail/349338,Projects of National Significance: Health Equity,HHS-ACL,forecasted,07/18/2023,
https://www.grants.gov/search-results-detail/349339,UCEDD National Training Initiative,HHS-ACL,forecasted,07/18/2023,
https://www.grants.gov/search-results-detail/349280,Mathematical Sciences Postdoctoral Research Fellowships,NSF,posted,07/14/2023,10/15/2025
https://www.grants.gov/search-results-detail/349221,Request for Information (RFI) - USAID/Kosovo Youth Activity,USAID-KOS,forecasted,07/12/2023,
https://www.grants.gov/search-results-detail/349216,Sources Sought Notice for HIV Affected Orphans and Vulnerable Children (OVC) and Adolescent Girls and Young Women (AGYW),USAID-HAI,forecasted,07/12/2023,
https://www.grants.gov/search-results-detail/349231,"SBIR/STTR Commercialization Readiness Pilot (CRP) Program Technical Assistance and Late Stage Development (SB1, Clinical Trial Not Allowed)",HHS-NIH11,posted,07/12/2023,04/05/2025
https://www.grants.gov/search-results-detail/349235,SBIR/STTR Commercialization Readiness Pilot (CRP) Program Technical Assistance and Late Stage Development (SB1 Clinical Trial Required),HHS-NIH11,posted,07/12/2023,04/05/2025
https://www.grants.gov/search-results-detail/349206,Limited Competition: Centers of Biomedical Research Excellence (COBRE) (Phase 3) - Transitional Centers (P30 Clinical Trial Optional),HHS-NIH11,posted,07/11/2023,09/30/2025
https://www.grants.gov/search-results-detail/349109,Facility and Instrumentation Request Process,NSF,posted,07/06/2023,
https://www.grants.gov/search-results-detail/349113,Time-Sensitive Research Opportunities in Environmental Health Sciences (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,07/05/2023,12/01/2025
https://www.grants.gov/search-results-detail/349076,FY2023 and FY2024 Authority to Accept Unsolicited Proposals for Research Partnerships,HUD,posted,07/03/2023,06/30/2025
https://www.grants.gov/search-results-detail/349026,Cellular and Molecular Biology of Complex Brain Disorders (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,06/30/2023,09/07/2026
https://www.grants.gov/search-results-detail/349025,Cellular and Molecular Biology of Complex Brain Disorders (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,06/30/2023,09/07/2026
https://www.grants.gov/search-results-detail/348985,Research Experiences for Undergraduates,NSF,posted,06/29/2023,08/20/2025
https://www.grants.gov/search-results-detail/348997,Schizophrenia and related disorders during mid- to late-life (R01 Clinical Trial Optional),HHS-NIH11,posted,06/29/2023,09/07/2026
https://www.grants.gov/search-results-detail/348995,Schizophrenia and related disorders during mid- to late-life (R21 Clinical Trial Optional),HHS-NIH11,posted,06/29/2023,09/07/2026
https://www.grants.gov/search-results-detail/348961,HIV/AIDS Scholars Using Nonhuman Primate (NHP) Models Program (K01 Independent Clinical Trial Not Allowed),HHS-NIH11,posted,06/28/2023,09/07/2025
https://www.grants.gov/search-results-detail/348960,Early Stage Investigator HIV/AIDS Research Using Nonhuman Primate (NHP) Models (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,06/28/2023,09/07/2025
https://www.grants.gov/search-results-detail/348963,Research Supplements to Promote Diversity in Health-Related Research (Admin Supp Clinical Trial Not Allowed),HHS-NIH11,posted,06/28/2023,05/07/2026
https://www.grants.gov/search-results-detail/348932,Catalysis,NSF,posted,06/27/2023,
https://www.grants.gov/search-results-detail/348936,NEI Translational Research Program for Therapeutics (R33 Clinical Trial Not Allowed),HHS-NIH11,posted,06/27/2023,03/16/2025
https://www.grants.gov/search-results-detail/348937,NEI Translational Research Program for Therapeutics (R61/R33 Clinical Trial Not Allowed),HHS-NIH11,posted,06/27/2023,03/16/2025
https://www.grants.gov/search-results-detail/348863,U.S. Embassy Phnom Penh – PAS Annual Program Statement,DOS-KHM,forecasted,06/22/2023,
https://www.grants.gov/search-results-detail/348809,Calendar Year 2022 Disaster Water Grants,USDA-RUS,posted,06/22/2023,
https://www.grants.gov/search-results-detail/348891,Biodiversity Annual Program Statement (Biodiversity APS),USAID,posted,06/22/2023,06/21/2025
https://www.grants.gov/search-results-detail/348888,BHA Multi Year Annual Program Statement (BHA MYAPS),USAID,posted,06/22/2023,
https://www.grants.gov/search-results-detail/348830,Legacy Resource Management Program,DOD-WHS,posted,06/21/2023,06/20/2025
https://www.grants.gov/search-results-detail/348813,Advanced Laboratories for Accelerating the Reach and Impact of Treatments for Youth and Adults with Mental Illness (ALACRITY) Research Centers (P50 Clinical Trial Optional),HHS-NIH11,posted,06/20/2023,05/18/2026
https://www.grants.gov/search-results-detail/348808,Informatics Tools for the Pangenome (U01 Clinical Trial Not Allowed),HHS-NIH11,posted,06/20/2023,03/03/2025
https://www.grants.gov/search-results-detail/348793,"Process Systems, Reaction Engineering, and Molecular Thermodynamics",NSF,posted,06/18/2023,
https://www.grants.gov/search-results-detail/348794,Cellular and Biochemical Engineering,NSF,posted,06/18/2023,
https://www.grants.gov/search-results-detail/348795,Disability and Rehabilitation Engineering,NSF,posted,06/18/2023,
https://www.grants.gov/search-results-detail/348796,Engineering of Biomedical Systems,NSF,posted,06/18/2023,
